label;cp;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;pr;pr_set;pr_var;zeta;zeta_set;zeta_var;D;D_set;D_var;L;L_set;L_var;ks;ks_set;ks_var;kA;kA_set;kA_var;kA_char;kA_char_set;kA_char_param;Tamb;Tamb_set;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;hydro_group;kA_group;kA_char_group
pipe5_back;pipe;['network losses'];[None];[-362.64580204139185];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-362.64580204139185;False;False;0.9995338320748014;False;False;111902883.79322313;False;False;0.0217;True;False;8.54400374531753;True;False;0.00069;True;False;6.692425261878683;True;False;0x00000209CF152C18;False;m;0;True;-1.1078097639713829;False;1.327643426840168;False;0.21983366286878514;False;default;default;default
pipe15_back;pipe;['network losses'];[None];[-367.41636152225897];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-367.41636152225897;False;False;0.921330293827804;False;False;218717872.27115703;False;False;0.0217;True;False;17.804493814764857;True;False;0.00069;True;False;6.692425261878021;True;False;0x00000209CF152C50;False;m;0;True;-1.0767991990071475;False;1.345108407549914;False;0.2683092085427665;False;default;default;default
pipe21_back;pipe;['network losses'];[None];[-366.46135388626186];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-366.46135388626186;False;False;0.9919781595792939;False;False;163748515.82941934;False;False;0.0217;True;False;13.152946437965905;True;False;0.00069;True;False;6.692425261877682;True;False;0x00000209CF152C88;False;m;0;True;-1.115116829567941;False;1.3416121321115206;False;0.22649530254357964;False;default;default;default
pipe22_back;pipe;['network losses'];[None];[-365.30922746768925];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-365.30922746768925;False;False;0.9906354298252366;False;False;560154668.6960433;False;False;0.0217;True;False;44.28317965096906;True;False;0.00069;True;False;6.692425261876648;True;False;0x00000209CF152CC0;False;m;0;True;-1.112970427311219;False;1.3373942063616668;False;0.22442377905044775;False;default;default;default
pipe24_back;pipe;['network losses'];[None];[-363.5563628915484];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-363.5563628915484;False;False;0.9978978600499347;False;False;335847157.77139896;False;False;0.0217;True;False;25.942243542145693;True;False;0.00069;True;False;6.692425261878617;True;False;0x00000209CF152CF8;False;m;0;True;-1.1099479491286635;False;1.3309769829454456;False;0.22102903381678218;False;default;default;default
pipe26_back;pipe;['network losses'];[None];[-362.7847015573963];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-362.7847015573963;False;False;0.9992717981209037;False;False;157977197.00246662;False;False;0.0217;True;False;12.083045973594572;True;False;0.00069;True;False;6.6924252618773075;True;False;0x00000209CF152D30;False;m;0;True;-1.1081412595303557;False;1.3281519368749637;False;0.220010677344608;False;default;default;default
pipe28_back;pipe;['network losses'];[None];[-343.3288271698431];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-343.3288271698431;False;False;0.9950618993488765;False;False;746629302.7824415;False;False;0.0217;True;False;105.77334257741882;True;False;5e-05;True;False;6.3147579000008145;True;False;0x00000209CF152D68;False;m;0;True;-1.04773486552483;False;1.256924133881908;False;0.20918926835707796;False;default;default;default
pipe30_back;pipe;['network losses'];[None];[-361.73965102524926];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-361.73965102524926;False;False;0.9994266857312087;False;False;174225390.14743993;False;False;0.0217;True;False;13.152946437965905;True;False;0.00069;True;False;6.692425261877274;True;False;0x00000209CF152DA0;False;m;0;True;-1.1054957615237606;False;1.3243260151025051;False;0.21883025357874453;False;default;default;default
pipe32_back;pipe;['network losses'];[None];[-347.82016961677857];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-347.82016961677857;False;False;0.9998595420677772;False;False;94397657.61434557;False;False;0.0217;True;False;11.045361017187261;True;False;0.00029;True;False;6.484773988718835;True;False;0x00000209CF152DD8;False;m;0;True;-1.0643272817054668;False;1.2733669032281845;False;0.2090396215227177;False;default;default;default
pipe34_back;pipe;['network losses'];[None];[-381.74442816740276];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-381.74442816740276;False;False;0.9999770364402087;False;False;3156627.563364377;False;False;0.036;True;False;5.0;True;False;0.00029;True;False;7.02698880519676;True;False;0x00000209CF152E10;False;m;0;True;-1.1657083891593516;False;1.397563346759666;False;0.23185495760031438;False;default;default;default
pipe36_back;pipe;['network losses'];[None];[-350.8758983846549];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-350.8758983846549;False;False;0.9984604014910432;False;False;426894895.0256404;False;False;0.0217;True;False;41.43669871020132;True;False;0.00029;True;False;6.484773988716656;True;False;0x00000209CF152E48;False;m;0;True;-1.0720420592034932;False;1.2845539021953318;False;0.21251184299183867;False;default;default;default
pipe38_back;pipe;['network losses'];[None];[-343.0662897760018];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-343.0662897760018;False;False;0.9998067181893819;False;False;117986759.38312095;False;False;0.0217;True;False;13.92838827718412;True;False;8.999999999999999e-05;True;False;6.388444347918287;True;False;0x00000209CF152E80;False;m;0;True;-1.0495729211308307;False;1.2559629865495217;False;0.20639006541869098;False;default;default;default
pipe40_back;pipe;['network losses'];[None];[-349.46833953581205];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-349.46833953581205;False;False;0.9947772767754794;False;False;161502760.9609722;False;False;0.0217;True;False;22.825424421026653;True;False;8.999999999999999e-05;True;False;6.388444347919311;True;False;0x00000209CF152EB8;False;m;0;True;-1.0647789302795239;False;1.2794008403288013;False;0.21462191004927744;False;default;default;default
pipe42_back;pipe;['network losses'];[None];[-347.678064595401];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-347.678064595401;False;False;0.9995795266351521;False;False;49614158.68926694;False;False;0.0217;True;False;7.211102550927978;True;False;8.999999999999999e-05;True;False;6.388444347919255;True;False;0x00000209CF152EF0;False;m;0;True;-1.0613227567241033;False;1.2728466578634487;False;0.2115239011393455;False;default;default;default
pipe44_back;pipe;['network losses'];[None];[-347.1878979589986];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-347.1878979589986;False;False;0.9997190968593345;False;False;42613171.067957275;False;False;0.0217;True;False;6.0;True;False;8.999999999999999e-05;True;False;6.388444347918724;True;False;0x00000209CF152F28;False;m;0;True;-1.0600927515547012;False;1.2710521616657464;False;0.21095941011104524;False;default;default;default
pipe45_back;pipe;['network losses'];[None];[-347.82973239123424];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-347.82973239123424;False;False;0.9971794651752471;False;False;305129353.66271764;False;False;0.0217;True;False;44.82186966202994;True;False;8.999999999999999e-05;True;False;6.388444347919762;True;False;0x00000209CF152F60;False;m;0;True;-1.0614241812010303;False;1.273401912470197;False;0.21197773126916664;False;default;default;default
